Sito,Id_prodotto,Url,Nome,Tipo,Tipo_specifico,Brand,Social,Descrizione,Genere,Colore,Eccentrico,Prezzo,Immagine,Fattore_tecnico,Tecnico,Fattore_ambientale,ecologico,prediction_tecnico
sportler,10590112,https://www.sportler.com/it/p/on-lightweight-pantaloni-corti-running-uomo-10590112?filterFarbe=Grey%2FBlack,Lightweight - pantaloni corti running - uomo,pantaloni,pantaloni corti,on cloud,no,"Ultraleggeri e performanti: i Lightweight Shorts di On sono pantaloncini running da uomo realizzati in materiale sottile e a prova di strappo. Pratici da indossare, completamente stretch e ad asciugatura rapida.
tessuto ultraleggero, ad asciugatura rapida e completamente elasticizzato
slip interno con cuciture delicate sulla pelle
tasca posteriore in vita con zip
cuciture termosaldate antisfregamento
dettagli catarifrangenti
vita regolabile con cordino
lunghezza interno gamba 18 cm",uomo,grigio,no,79.95,img_10590112.jpg,,no,,no,no
decathlon,8558968,https://www.decathlon.it/scarpe-donna-run-support-rosa-id_8558968.html,scarpe running donna run support,scarpe,running,kalenji,no,"le nostre equipe hanno sviluppato queste scarpe per garantire ammortizzamento e sostegno durante la pratica in strada o su tapis roulant (3 volte/settimana,1h).sportive che cercate ammortizzamento e sostegno per fare running, scegliete le scarpe run support! le run support hanno tutto cià² che occorre per garantire il piacere di correre.i vantaggi
ammortizzamento
concetto cs sul tallone per un migliore assorbimento delle onde d'urto.
sostegno
l'allacciatura permette di ottimizzare il sostegno del collo del piede.
calzata confortevole
la costruzione della tomaia limita le cuciture e quindi i rischi di sfregamento.
leggerezza
242g il 39.informazioni tecniche
perchãƒâ€° le scarpe run support sono ideate per il running?
quando si corre, l'onda d'urto generata da ciascun impatto a terra corrisponde a circa 3 volte il proprio peso. quest'onda si propaga dal tallone fino in cima alla colonna vertebrale. le articolazioni fungono da ammortizzatore, ma vengono messe a dura prova. per proteggerti dagli urti e dagli impatti abbiamo ideato le scarpe da running run support decathlon.
a cosa serve l'ammortizzamento delle scarpe da running?
per correre a lungo si deve proteggere efficacemente il corpo (articolazioni, schiena, ginocchia...) dagli impatti e dalle vibrazioni. lã¢â‚¬™ ammortizzamento delle scarpe run support è stato ideato per ridurre l'impatto degli urti continui della pratica regolare.
da cosa ãƒë† assicurato l'ammortizzamento delle scarpe da running run support?
la suola delle scarpe run support è composta da schiuma eva (etilene vinil acetato), che permette di ammortizzare bene le onde d'urto pur essendo leggera.
il posizionamento sul tallone e la forma del concetto cs (circular system) ottimizzano l'assorbimento delle onde d'urto.









vedi altri",donna,azzurro,si,35.39,img_8558968.jpg,regolare: 3 volte,no,,no,no
decathlon,8503065,https://www.decathlon.it/gilet-trail-uomo-bianco-id_8503065.html,gilet trail uomo bianco,maglia,gilet,evadict,no,"la nostra equipe di appassionati di trail ha ideato questo gilet antivento per proteggerti dal vento e dalle temperature fresche del mattino.goditi la partenza con il fresco con questo gilet antivento. spunta il sole? la giacca sa anche diventare piccola piccola: compattala nella sua tasca ingegnosa e adatta per il trasporto.i vantaggi
antivento
il componente di questo indumento protegge dal vento e dalla pioggia leggera.
ventilazione
l'aria circola liberamente attraverso la schiena in mesh oppure aprendo la zip.
tasche
2 tasche per i manicotti, i guanti... e una tasca magica 2 in 1!
compattezza
ti sei riscaldato bene? compatta la giacca nella sua tasca!
leggerezza
con soli 135g la taglia l, questa giacca non è assolutamente ingombrante!
idrorepellenza
mentre si corre si è protetti dall'ingresso dell'acqua sotto pioggia leggera.informazioni tecniche
una giacca compattabile che non occupa spazio
il fresco del mattino ha lasciato il posto al caldo? non avrai comunque niente ad ingombrarti! infatti puoi mettere tutto il gilet antivento nella sua tasca specifica e richiudibile (sul petto). la giacca è completamente compattata, dovrai solo agganciarla alla mano o al braccio grazie all'innovativo cinturino. per prenderla facilmente se dovessi averne ancora bisogno!
tante tasche: per riporre il necessario!
per avere tutto a portata di mano durante gli allenamenti o la corsa, abbiamo ideato una grande tasca dorsale, con scomparti e due spazi divisi, il tutto richiudibile con zip! quindi potrai facilmente trasportare, prendere e rimettere via i manicotti, lo scaldacollo, i guanti... insomma, l'essenziale per il trail! questo gilet antivento ha anche una tasca sul petto, perfetta per infilare le chiavi, i gel o i fazzolettini.
dettagli dedicati al comfort dei praticanti di trail
ami i piccoli dettagli che fanno la differenza? apprezzerai la schiena di questa giacca in mesh traspirante. inoltre, il collo alto, morbido e leggermente foderato protegge la zona più sensibile delle praticanti di trail: la gola. inoltre, né il movimento del tessuto né il rumore delle chiusure lampo danno alcun fastidio...! perché una giacca smanicata? semplicemente si tratta dell'indumento che ci vuole quando non fa né troppo caldo né troppo freddo.
vedi altri",uomo,,,9.39,img_8503065.jpg,,no,,no,no
df sport specialist,98356064,https://www.df-sportspecialist.it/gore-berretto-m-thermo-9900-nero/,berretto m thermo,altro,berretto,gore wear,no,"Senza irritare o limitare l'atleta,  questo berretto minimalista manterrà\ il calore vitale del corpo durante lallenamento al freddo. Essenziale per l'inverno., Cuciture piatte, Fodera termica Migliora il calore schiena morbida e spazzolata per un comfort ottimale sulla pelle, Logo e piping riflettenti, UTILIZZO, Running, TIPOLOGIA, Abbigliamento, SPORT, Running, TIPOLOGIA, Cappelli, CF 100394",uomo,nero,no,19.9,img_img98356064.jpg,atleta,si,,no,si
decathlon,8500812,https://www.decathlon.it/cosciali-running-uomo-kiprun-id_8500812.html,cosciali running uomo kiprun neri,altro,cosciali,kiprun,no,"abbiamo sviluppato questi cosciali per limitare le irritazioni durante le tue uscite di running.bisogno di comfort? una vera seconda pelle che ci si dimentica di avere indosso! le irritazioni saranno solo un brutto ricordo grazie a questi cosciali da running senza cuciture sul cavallo!i vantaggi
limitazione irritazioni
senza cuciture sul cavallo per limitare gli sfregamenti.
traspirazione
tessuto traspirante.informazioni tecniche
limitazione delle irritazioni
l'ideazione di questo prodotto è un'innovazione rispetto ai cosciali classici. in seguito allo studio della cartografia delle irritazioni dei runner, abbiamo constatato che la zona più sensibile era quella sul cavallo. per questo abbiamo eliminato la cucitura sul cavallo, spostandola all'esterno della gamba.
per approvare la limitazione delle irritazioni rispetto a dei cosciali classici, questi cosciali sono stati testati in laboratorio da un gruppo di collaudatori.
lavorazione seamless
si possono indossare come cosciali oppure sotto ai pantaloncini, come indumento intimo.
lavorazione 'seamless' (in un unico pezzo) per aumentare il comfort.
si indossano aderenti al corpo, come una seconda pelle, per limitare al massimo i movimenti del prodotto evitando coì le irritazioni.
comfort
il tessuto e il taglio aderente permettono libertà  di movimento.


vedi altri",uomo,,,20.39,img_8500812.jpg,,no,,no,no
decathlon,8351800,https://www.decathlon.it/scarpe-donna-run-100-grigie-id_8351800.html,scarpe running donna run 100 grigie,scarpe,running,kalenji,no,"abbiamo ideato queste scarpe da running per le donne che vogliono correre una o due volte alla settimana, fino a 30 minuti.scarpe da running con suola in schiuma eva che assicurano ammortizzamento, leggerezza e comfort per iniziare a praticare running!i vantaggi
ammortizzamento
suola in schiuma eva che assorbe le onde d'urto.
calzata confortevole
scarpe con il comfort adatto per iniziare a praticare running.
leggerezza
scarpe molto leggere: 160g il 39.informazioni tecniche
peso
160g il 39.
misure
dal 36 al 42.
drop
la differenza di altezza della suola tra la parte posteriore e la parte anteriore è di 10mm.",donna,grigio,no,12.39,img_8351800.jpg,occasionale: 1-2 volte,no,,no,no
df sport specialist,98289110,https://www.df-sportspecialist.it/la-sportiva-scarpe-ultra-raptor-gtx-26rgg/,scarpe uomo ultra raptor gtx,scarpe,scarpe,la sportiva,no,"Calzatura in membrana Gore-Tex sviluppata per utilizzi invernali su percorsi off-road di lunga distanza,  competizioni ultra-marathon e sessioni di allenamento prolungate. La tomaia è in mesh anti abrasione traspirante e water repellent,  la fodera è in membrana Gore-Tex Extended Comfort a garanzia di impermeabilità e traspirabilità. Il sistema di allacciatura è integrato alla tomaia a mezzo di fettucce cucite sul tessuto elastico interno e con rinforzi in alta frequenza sul mesh esterno: questo permette di ripartire la tensione dell'allacciatura su tutta la tomaia ed avvolgere meglio il piede per un perfetto comfort di calzata. Ultra Raptor GTX unisce i vantaggi in termini di performance di una costruzione contenitiva a quelli di comfort derivati da una forma comoda e con pianta larga. Il risultato è un prodotto indossabile per molte ore consecutive ed adatto per utilizzo endurance su qualsiasi tipo di terreno off-road nei mesi invernali o in situazioni di elevata umidità,  grazie alle doti di impermeabilità della fodera Gore-Tex. Suola ad alta aderenza realizzata in mescola La Sportiva FriXion XF., Tomaia: Abrasion resistant Mesh + fascia di rinforzo in microfibra con spalmatura anti-abrasione., Fodera: Gore-Tex Extended Comfort + inserto â€œEasy-inâ€\x9d in PU leather per facilitÅ• di calzata e stabilitÅ• del tallone., Intersuola: in MEMlex Eva ad iniezione ammortizzante., Plantare: Ortholite Mountain Running., Suola: FriXion XF (mescola aderente) con Impact Brake System e puntalino in gomma anti-urto integrato., Drop: 12 mm, Peso: 820 g (al paio,  misura 42), UTILIZZO:, Running, UTILIZZO:, Sterrato, TIPOLOGIA:, Trail running, TIPOLOGIA:, Scarpe, CF: 26RGG""",uomo,grigio,no,139.9,img_img98289110.jpg,marathon,si,,no,si
sportler,10906585,https://www.sportler.com/it/p/hoka-speedgoat-4-scarpe-trail-running-uomo-10906585?filterFarbe=Black%2FGrey,Speedgoat 4 - scarpe trail running - uomo,scarpe,scarpe,hoka,no,"Speedgoat 4 di Hoka sono scarpe trail running da uomo che devono il nome all'atleta HOKA Karl ""Speedgoat” Meltzer, leggere e resistenti, realizzate per affrontare ogni tipo di terreno, molto stabili e durevoli, con innovativa tomaia in mesh traspirante ma estremamente robusto.
nuova tomaia in mesh estremamente resistente
rinforzi stampati in 3D per un supporto e una stabilità migliori del mesopiede e generali
intersuola in nuova schiuma leggera più reattiva
suola in gomma Vibram® Megagrip garantisce presa su ogni condizione del terreno
tacchetti ""scaglionati” da 5 mm per un supporto e una stabilità superiori
avampiede più ampio, per maggiore stabilità e comfort
inserti in gomma per maggiore supporto
linguetta a soffietto con intagli strategici altamente traspiranti
file di occhielli presentano un piccolo componente ad ala per un'allacciatura più sicura",uomo,nero,no,120,img_10906585.jpg,,si,,no,si
sportler,10845556,https://www.sportler.com/it/p/salewa-ms-dropline-scarpe-trail-running-uomo-10845556?filterFarbe=Black%2FGreen,MS Dropline - scarpe trail running - uomo,scarpe,scarpe,salewa,no,"Scarpe trail running da uomo MS Dropline di Salewa perfette per le speed hikes più impegnative, stabili e aggressive, ideali per le lunghe distanze, offrono un'ammortizzazione leggera e un comfort di lunga durata.
tomaia leggera in Air Mesh elastico
fodera in mesh traspirante
intersuola in EVA Performance
suola stabile con design S-Path per uno stacco più naturale e fluido durante i movimenti rapidi e dinamici
suola arrotondata Pomoca Dropline con ottimale trazione su ogni terreno
reattivo sistema 3F
avvolgente e protettiva rete EXA Shell anti-abrasione per un perfetto bilanciamento
conchiglia del tallone che previene le oscillazioni anti-rock
soletta traspirante in Ortholite® con ammortizzazione elevata
Stretch gaiter
puntale protettivo in gomma",uomo,azzurro,si,124,img_10845556.jpg,,si,,no,si
decathlon,8546497,https://www.decathlon.it/pantaloni-donna-kiprun-support-id_8546497.html,pantaloni running donna kiprun support neri,pantaloni,pantaloni,kiprun,no,"le nostre equipe hanno sviluppato questi pantaloni da donna per offrirti sostegno muscolare e traspirabilità  durante le sedute di running.per tutte le donne che cercano dei pantaloni da running con sostegno muscolare ed aerazioni mirate per una traspirabilità  migliore. tante tasche (telefono, gel, chiavi...).i vantaggi
traspirazione
tessuto traspirante e che asciuga in fretta.
mantenimento muscolare
tessuto con leggera compressione, per dare comfort e limitare i microtraumi.
tasche
1 tasca con zip sulla schiena(telefono),2 tasche davanti,2 tasche laterali(gel).
ventilazione
zone di aerazione mirate per far circolare meglio l'aria.informazioni tecniche
sostegno muscolare
l'applicazione di pressioni in diversi punti della coscia favorisce il ritorno venoso e diminuisce l'affaticamento muscolare.
permette anche di aumentare il comfort durante la corsa e di ridurre gli indolenzimenti grazie alla diminuzione delle vibrazioni muscolari.
tante tasche
tasca impermeabile con zip sulla schiena per trasportare il telefono in completa sicurezza.
due tasche invisibili sul davanti per le chiavi, le carte o il fazzoletto.
tasca a rete su ciascun lato per trasportare i gel durante gli allenamenti o il giorno della gara.",donna,nero,no,25.39,img_8546497.jpg,,no,,no,no
decathlon,8569151,https://www.decathlon.it/t-shirt-donna-run-dry-azzurra-id_8569151.html,t-shirt running donna run dry azzurra,maglia,t-shirt,kalenji,no,"le nostre equipe di ideazione hanno sviluppato questa t-shirt per offrirti buona traspirabilità  e libertà  di movimento durante il running.confortevole, traspirante e femminile, questa t-shirt diventerà  subito il tuo migliore alleato per fare running in estate!i vantaggi
traspirazione
tessuto traspirante, per rimanere all'asciutto.
ecodesign
tessuto prodotto a partire da materiali riciclati.
libertà  di movimento
taglio ampio e tessuto estensibile per essere a proprio agio quando si corre.informazioni tecniche
perchãƒâ€° scegliere una t-shirt in tessuto sintetico per correre?
il sudore è una reazione naturale che avviene quando fa caldo e quando si fa uno sforzo fisico.
ãƒë† meglio non indossare una t-shirt in cotone, perché il tessuto assorbe il sudore ma raffredda rapidamente la pelle perché non disperde il sudore verso l'esterno e non asciuga rapidamente. scegliendo una t-shirt adatta si aumenta il comfort, qualunque sia la durata dell'attività .
traspirabilitãƒâ‚¬
t-shirt ideata per lasciare all'asciutto durante l'attività . il componente utilizzato limita la sensazione di umido grazie all'assorbimento, alla dispersione e all'asciugatura del sudore prodotto dal corpo in attività .",donna,corallo,si,4.39,img_8569151.jpg,,no,ecodesign,si,no
decathlon,8552124,https://www.decathlon.it/scarpe-trail-donna-race-4-id_8552124.html,scarpe trail donna race 4 giallo-bianco,scarpe,trail,evadict,no,"la nostra equipe di appassionati di trail ha ideato le race 4 per offrire più leggerezza nelle competizioni, in particolare su sentieri bagnati e fino a 60 km.cerchi una spinta per le tue competizioni? ideate per corporature leggere, le race 4 sono le alleate delle tue performance grazie al dinamismo, alla leggerezza e all'aderenza che offrono.i vantaggi
presa
tacchetti di 5mm distanziati, per favorire l'aderenza e l'espulsione del fango.
rilancio
buon rapporto tra slancio e ammortizzamento grazie al drop di 6 mm.
leggerezza
corri con delle scarpe peso piuma: solo 240 g il 39!
aderenza
aumenta l'aderenza: + 97% grazie alla nuova gomma della suola.
sostegno
buon sostegno grazie agli inserti e ai rinforzi sulla tomaia.
ammortizzamento
mantieni l'ammortizzamento anche in gara grazie al concetto csC°® sul tallone.
calzata confortevole
calzata traspirante e schiuma spessa, per essere sempre a proprio agio.
comfort di utilizzo
adatte a tutte le falcate grazie al concetto k-only.informazioni tecniche
delle scarpe da trail ideate per le performance
per aiutarti ad andare sempre più lontano e a migliorare le tue performance, ti presentiamo la nuova versione delle nostre scarpe da trail per le competizioni, le race 4.
dinamiche e feline, ti accompagneranno nei trail fino a 60 km. e grazie alla forma agile e vicna al piede, offrono sostegno senza perdere in leggerezza.
sempre un'ottima tenuta e ancora piãƒ™  aderenza grazie ai vostri consigli
grazie ai vostri consigli e ai vostri feedback, abbiamo migliorato la gomma della suola delle race 4. e, per più performance in gara, siamo molto felici di presentarti la nostra nuova gomma, che offre il 97% di aderenza in più anche sulle rocce bagnate o scivolose.
leggere e dinamiche, ti raccontiamo tutto sulle race 4
- con un drop di 6 mm, le race 4 offrono più dinamismo per aiutarti ad andare più lontano.
- i tacchetti di 5 mm procurano l'aderenza necessaria in gara.
- grazie al taschino per i lacci non si avrà  nessun fastidio mentre si corre.
- la parte anteriore delle scarpe offre protezione anche mentre si corre.
- molto leggere, le race 4 pesano 240 g il 39, per accompagnare per 400 km le praticanti di trail con peso fino a 65 kg.


vedi altri",donna,giallo,si,70.39,img_8552124.jpg,competizioni/performance,si,,no,si
